"","P","n","parameter","data_size"
"737",0.05,16,"bayesian-n",10
"738",0.05,15,"bayesian-n",10
"739",0.05,8,"bayesian-n",10
"740",0.05,11,"bayesian-n",10
"741",0.05,17,"bayesian-n",10
"742",0.05,16,"bayesian-n",10
"743",0.05,13,"bayesian-n",10
"744",0.05,12,"bayesian-n",10
"745",0.05,20,"bayesian-n",10
"746",0.05,9,"bayesian-n",10
"747",0.05,16,"bayesian-n",10
"748",0.05,11,"bayesian-n",10
"749",0.05,7,"bayesian-n",10
"750",0.05,11,"bayesian-n",10
"751",0.05,10,"bayesian-n",10
"752",0.05,12,"bayesian-n",10
"753",0.05,14,"bayesian-n",10
"754",0.05,21,"bayesian-n",10
"755",0.05,10,"bayesian-n",10
"756",0.05,14,"bayesian-n",10
"757",0.05,7,"bayesian-n",10
"758",0.05,15,"bayesian-n",10
"759",0.05,17,"bayesian-n",10
"760",0.05,29,"bayesian-n",10
"761",0.05,13,"bayesian-n",10
"762",0.05,12,"bayesian-n",10
"763",0.05,16,"bayesian-n",10
"764",0.05,18,"bayesian-n",10
"765",0.05,11,"bayesian-n",10
"766",0.05,12,"bayesian-n",10
"767",0.05,18,"bayesian-n",10
"768",0.05,17,"bayesian-n",10
"769",0.05,11,"bayesian-n",10
"770",0.05,11,"bayesian-n",10
"771",0.05,14,"bayesian-n",10
"772",0.05,21,"bayesian-n",10
"773",0.05,7,"bayesian-n",10
"774",0.05,14,"bayesian-n",10
"775",0.05,13,"bayesian-n",10
"776",0.05,20,"bayesian-n",10
"777",0.05,13,"bayesian-n",10
"778",0.05,21,"bayesian-n",10
"779",0.05,26,"bayesian-n",10
"780",0.05,24,"bayesian-n",10
"781",0.05,8,"bayesian-n",10
"782",0.05,4,"bayesian-n",10
"783",0.05,17,"bayesian-n",10
"784",0.05,13,"bayesian-n",10
"785",0.05,14,"bayesian-n",10
"786",0.05,11,"bayesian-n",10
"787",0.05,11,"bayesian-n",10
"788",0.05,12,"bayesian-n",10
"789",0.05,23,"bayesian-n",10
"790",0.05,6,"bayesian-n",10
"791",0.05,12,"bayesian-n",10
"792",0.05,18,"bayesian-n",10
"793",0.05,12,"bayesian-n",10
"794",0.05,12,"bayesian-n",10
"795",0.05,9,"bayesian-n",10
"796",0.05,14,"bayesian-n",10
"797",0.05,10,"bayesian-n",10
"798",0.05,13,"bayesian-n",10
"799",0.05,14,"bayesian-n",10
"800",0.05,13,"bayesian-n",10
"801",0.05,16,"bayesian-n",10
"802",0.05,5,"fiducial-n",50
"803",0.05,7,"fiducial-n",50
"804",0.05,10,"fiducial-n",50
"805",0.05,9,"fiducial-n",50
"806",0.05,8,"fiducial-n",50
"807",0.05,8,"fiducial-n",50
"808",0.05,7,"fiducial-n",50
"809",0.05,9,"fiducial-n",50
"810",0.05,10,"fiducial-n",50
"811",0.05,7,"fiducial-n",50
"812",0.05,8,"fiducial-n",50
"813",0.05,10,"fiducial-n",50
"814",0.05,9,"fiducial-n",50
"815",0.05,8,"fiducial-n",50
"816",0.05,10,"fiducial-n",50
"817",0.05,10,"fiducial-n",50
"818",0.05,12,"fiducial-n",50
"819",0.05,9,"fiducial-n",50
"820",0.05,9,"fiducial-n",50
"821",0.05,10,"fiducial-n",50
"822",0.05,6,"fiducial-n",50
"823",0.05,7,"fiducial-n",50
"824",0.05,9,"fiducial-n",50
"825",0.05,9,"fiducial-n",50
"826",0.05,8,"fiducial-n",50
"827",0.05,7,"fiducial-n",50
"828",0.05,11,"fiducial-n",50
"829",0.05,11,"fiducial-n",50
"830",0.05,9,"fiducial-n",50
"831",0.05,8,"fiducial-n",50
"832",0.05,10,"fiducial-n",50
"833",0.05,6,"fiducial-n",50
"834",0.05,7,"fiducial-n",50
"835",0.05,9,"fiducial-n",50
"836",0.05,6,"fiducial-n",50
"837",0.05,9,"fiducial-n",50
"838",0.05,8,"fiducial-n",50
"839",0.05,7,"fiducial-n",50
"840",0.05,7,"fiducial-n",50
"841",0.05,7,"fiducial-n",50
"842",0.05,7,"fiducial-n",50
"843",0.05,9,"fiducial-n",50
"844",0.05,10,"fiducial-n",50
"845",0.05,7,"fiducial-n",50
"846",0.05,8,"fiducial-n",50
"847",0.05,9,"fiducial-n",50
"848",0.05,10,"fiducial-n",50
"849",0.05,8,"fiducial-n",50
"850",0.05,9,"fiducial-n",50
"851",0.05,10,"fiducial-n",50
"852",0.05,14,"fiducial-n",50
"853",0.05,9,"fiducial-n",50
"854",0.05,9,"fiducial-n",50
"855",0.05,8,"fiducial-n",50
"856",0.05,12,"fiducial-n",50
"857",0.05,6,"fiducial-n",50
"858",0.05,7,"fiducial-n",50
"859",0.05,8,"fiducial-n",50
"860",0.05,12,"fiducial-n",50
"861",0.05,9,"fiducial-n",50
"862",0.05,9,"fiducial-n",50
"863",0.05,10,"fiducial-n",50
"864",0.05,6,"fiducial-n",50
"865",0.05,10,"fiducial-n",50
"866",0.05,11,"fiducial-n",50
"867",0.05,8,"fiducial-n",50
"868",0.05,7,"fiducial-n",50
"869",0.05,9,"fiducial-n",50
"870",0.05,11,"fiducial-n",50
"871",0.05,7,"fiducial-n",50
"872",0.05,9,"fiducial-n",50
"873",0.05,9,"fiducial-n",50
"874",0.05,9,"fiducial-n",50
"875",0.05,9,"fiducial-n",50
"876",0.05,8,"fiducial-n",50
"877",0.05,9,"fiducial-n",50
"878",0.05,8,"fiducial-n",50
"879",0.05,10,"fiducial-n",50
"880",0.05,7,"fiducial-n",50
"881",0.05,9,"fiducial-n",50
"882",0.05,9,"fiducial-n",50
"883",0.05,9,"fiducial-n",50
"884",0.05,10,"fiducial-n",50
"885",0.05,9,"fiducial-n",50
"886",0.05,7,"fiducial-n",50
"887",0.05,6,"fiducial-n",50
"888",0.05,11,"fiducial-n",50
"889",0.05,8,"fiducial-n",50
"890",0.05,6,"fiducial-n",50
"891",0.05,10,"fiducial-n",50
"892",0.05,8,"fiducial-n",50
"893",0.05,10,"fiducial-n",50
"894",0.05,10,"fiducial-n",50
"895",0.05,8,"fiducial-n",50
"896",0.05,7,"fiducial-n",50
"897",0.05,11,"fiducial-n",50
"898",0.05,12,"fiducial-n",50
"899",0.05,8,"fiducial-n",50
"900",0.05,12,"fiducial-n",50
"901",0.05,9,"fiducial-n",50
"902",0.05,10,"bayesian-n",50
"903",0.05,9,"bayesian-n",50
"904",0.05,11,"bayesian-n",50
"905",0.05,9,"bayesian-n",50
"906",0.05,8,"bayesian-n",50
"907",0.05,9,"bayesian-n",50
"908",0.05,9,"bayesian-n",50
"909",0.05,8,"bayesian-n",50
"910",0.05,8,"bayesian-n",50
"911",0.05,12,"bayesian-n",50
"912",0.05,10,"bayesian-n",50
"913",0.05,6,"bayesian-n",50
"914",0.05,12,"bayesian-n",50
"915",0.05,11,"bayesian-n",50
"916",0.05,9,"bayesian-n",50
"917",0.05,7,"bayesian-n",50
"918",0.05,6,"bayesian-n",50
"919",0.05,9,"bayesian-n",50
"920",0.05,8,"bayesian-n",50
"921",0.05,7,"bayesian-n",50
"922",0.05,7,"bayesian-n",50
"923",0.05,6,"bayesian-n",50
"924",0.05,7,"bayesian-n",50
"925",0.05,7,"bayesian-n",50
"926",0.05,8,"bayesian-n",50
"927",0.05,8,"bayesian-n",50
"928",0.05,8,"bayesian-n",50
"929",0.05,7,"bayesian-n",50
"930",0.05,9,"bayesian-n",50
"931",0.05,7,"bayesian-n",50
"932",0.05,6,"bayesian-n",50
"933",0.05,13,"bayesian-n",50
"934",0.05,8,"bayesian-n",50
"935",0.05,10,"bayesian-n",50
"936",0.05,8,"bayesian-n",50
"937",0.05,6,"bayesian-n",50
"938",0.05,6,"bayesian-n",50
"939",0.05,8,"bayesian-n",50
"940",0.05,8,"bayesian-n",50
"941",0.05,9,"bayesian-n",50
"942",0.05,9,"bayesian-n",50
"943",0.05,8,"bayesian-n",50
"944",0.05,8,"bayesian-n",50
"945",0.05,8,"bayesian-n",50
"946",0.05,6,"bayesian-n",50
"947",0.05,12,"bayesian-n",50
"948",0.05,5,"bayesian-n",50
"949",0.05,10,"bayesian-n",50
"950",0.05,7,"bayesian-n",50
"951",0.05,6,"bayesian-n",50
"952",0.05,10,"bayesian-n",50
"953",0.05,7,"bayesian-n",50
"954",0.05,9,"bayesian-n",50
"955",0.05,7,"bayesian-n",50
"956",0.05,10,"bayesian-n",50
"957",0.05,6,"bayesian-n",50
"958",0.05,7,"bayesian-n",50
"959",0.05,13,"bayesian-n",50
"960",0.05,10,"bayesian-n",50
"961",0.05,8,"bayesian-n",50
"962",0.05,7,"bayesian-n",50
"963",0.05,6,"bayesian-n",50
"964",0.05,14,"bayesian-n",50
"965",0.05,8,"bayesian-n",50
"966",0.05,9,"bayesian-n",50
"967",0.05,8,"bayesian-n",50
"968",0.05,6,"bayesian-n",50
"969",0.05,8,"bayesian-n",50
"970",0.05,8,"bayesian-n",50
"971",0.05,7,"bayesian-n",50
"972",0.05,8,"bayesian-n",50
"973",0.05,6,"bayesian-n",50
"974",0.05,12,"bayesian-n",50
"975",0.05,10,"bayesian-n",50
"976",0.05,6,"bayesian-n",50
"977",0.05,6,"bayesian-n",50
"978",0.05,7,"bayesian-n",50
"979",0.05,7,"bayesian-n",50
"980",0.05,9,"bayesian-n",50
"981",0.05,10,"bayesian-n",50
"982",0.05,8,"bayesian-n",50
"983",0.05,7,"bayesian-n",50
"984",0.05,8,"bayesian-n",50
"985",0.05,6,"bayesian-n",50
"986",0.05,8,"bayesian-n",50
"987",0.05,8,"bayesian-n",50
"988",0.05,10,"bayesian-n",50
"989",0.05,7,"bayesian-n",50
"990",0.05,6,"bayesian-n",50
"991",0.05,9,"bayesian-n",50
"992",0.05,11,"bayesian-n",50
"993",0.05,6,"bayesian-n",50
"994",0.05,6,"bayesian-n",50
"995",0.05,9,"bayesian-n",50
"996",0.05,11,"bayesian-n",50
"997",0.05,10,"bayesian-n",50
"998",0.05,7,"bayesian-n",50
"999",0.05,9,"bayesian-n",50
"1000",0.05,7,"bayesian-n",50
"1001",0.05,11,"bayesian-n",50
"1002",0.05,13,"fiducial-n",100
"1003",0.05,11,"fiducial-n",100
"1004",0.05,11,"fiducial-n",100
"1005",0.05,15,"fiducial-n",100
"1006",0.05,9,"fiducial-n",100
"1007",0.05,13,"fiducial-n",100
"1008",0.05,11,"fiducial-n",100
"1009",0.05,11,"fiducial-n",100
"1010",0.05,10,"fiducial-n",100
"1011",0.05,14,"fiducial-n",100
"1012",0.05,13,"fiducial-n",100
"1013",0.05,10,"fiducial-n",100
"1014",0.05,12,"fiducial-n",100
"1015",0.05,12,"fiducial-n",100
"1016",0.05,13,"fiducial-n",100
"1017",0.05,12,"fiducial-n",100
"1018",0.05,12,"fiducial-n",100
"1019",0.05,13,"fiducial-n",100
"1020",0.05,13,"fiducial-n",100
"1021",0.05,11,"fiducial-n",100
"1022",0.05,12,"fiducial-n",100
"1023",0.05,10,"fiducial-n",100
"1024",0.05,11,"fiducial-n",100
"1025",0.05,12,"fiducial-n",100
"1026",0.05,11,"fiducial-n",100
"1027",0.05,12,"fiducial-n",100
"1028",0.05,9,"fiducial-n",100
"1029",0.05,12,"fiducial-n",100
"1030",0.05,13,"fiducial-n",100
"1031",0.05,12,"fiducial-n",100
"1032",0.05,15,"fiducial-n",100
"1033",0.05,11,"fiducial-n",100
"1034",0.05,12,"fiducial-n",100
"1035",0.05,12,"fiducial-n",100
"1036",0.05,12,"fiducial-n",100
"1037",0.05,11,"fiducial-n",100
"1038",0.05,11,"fiducial-n",100
"1039",0.05,12,"fiducial-n",100
"1040",0.05,9,"fiducial-n",100
"1041",0.05,13,"fiducial-n",100
"1042",0.05,13,"fiducial-n",100
"1043",0.05,13,"fiducial-n",100
"1044",0.05,13,"fiducial-n",100
"1045",0.05,14,"fiducial-n",100
"1046",0.05,12,"fiducial-n",100
"1047",0.05,11,"fiducial-n",100
"1048",0.05,10,"fiducial-n",100
"1049",0.05,12,"fiducial-n",100
"1050",0.05,10,"fiducial-n",100
"1051",0.05,15,"fiducial-n",100
"1052",0.05,11,"fiducial-n",100
"1053",0.05,11,"fiducial-n",100
"1054",0.05,14,"fiducial-n",100
"1055",0.05,16,"fiducial-n",100
"1056",0.05,13,"fiducial-n",100
"1057",0.05,11,"fiducial-n",100
"1058",0.05,8,"fiducial-n",100
"1059",0.05,10,"fiducial-n",100
"1060",0.05,13,"fiducial-n",100
"1061",0.05,12,"fiducial-n",100
"1062",0.05,10,"fiducial-n",100
"1063",0.05,12,"fiducial-n",100
"1064",0.05,15,"fiducial-n",100
"1065",0.05,12,"fiducial-n",100
"1066",0.05,13,"fiducial-n",100
"1067",0.05,12,"fiducial-n",100
"1068",0.05,11,"fiducial-n",100
"1069",0.05,12,"fiducial-n",100
"1070",0.05,11,"fiducial-n",100
"1071",0.05,11,"fiducial-n",100
"1072",0.05,12,"fiducial-n",100
"1073",0.05,12,"fiducial-n",100
"1074",0.05,12,"fiducial-n",100
"1075",0.05,12,"fiducial-n",100
"1076",0.05,16,"fiducial-n",100
"1077",0.05,12,"fiducial-n",100
"1078",0.05,9,"fiducial-n",100
"1079",0.05,10,"fiducial-n",100
"1080",0.05,10,"fiducial-n",100
"1081",0.05,14,"fiducial-n",100
"1082",0.05,13,"fiducial-n",100
"1083",0.05,12,"fiducial-n",100
"1084",0.05,12,"fiducial-n",100
"1085",0.05,12,"fiducial-n",100
"1086",0.05,11,"fiducial-n",100
"1087",0.05,12,"fiducial-n",100
"1088",0.05,12,"fiducial-n",100
"1089",0.05,14,"fiducial-n",100
"1090",0.05,11,"fiducial-n",100
"1091",0.05,12,"fiducial-n",100
"1092",0.05,11,"fiducial-n",100
"1093",0.05,13,"fiducial-n",100
"1094",0.05,10,"fiducial-n",100
"1095",0.05,11,"fiducial-n",100
"1096",0.05,9,"fiducial-n",100
"1097",0.05,13,"fiducial-n",100
"1098",0.05,10,"fiducial-n",100
"1099",0.05,13,"fiducial-n",100
"1100",0.05,11,"fiducial-n",100
"1101",0.05,10,"fiducial-n",100
"1102",0.05,10,"bayesian-n",100
"1103",0.05,10,"bayesian-n",100
"1104",0.05,11,"bayesian-n",100
"1105",0.05,14,"bayesian-n",100
"1106",0.05,12,"bayesian-n",100
"1107",0.05,14,"bayesian-n",100
"1108",0.05,11,"bayesian-n",100
"1109",0.05,9,"bayesian-n",100
"1110",0.05,10,"bayesian-n",100
"1111",0.05,13,"bayesian-n",100
"1112",0.05,14,"bayesian-n",100
"1113",0.05,12,"bayesian-n",100
"1114",0.05,14,"bayesian-n",100
"1115",0.05,11,"bayesian-n",100
"1116",0.05,12,"bayesian-n",100
"1117",0.05,11,"bayesian-n",100
"1118",0.05,16,"bayesian-n",100
"1119",0.05,10,"bayesian-n",100
"1120",0.05,14,"bayesian-n",100
"1121",0.05,14,"bayesian-n",100
"1122",0.05,13,"bayesian-n",100
"1123",0.05,11,"bayesian-n",100
"1124",0.05,11,"bayesian-n",100
"1125",0.05,12,"bayesian-n",100
"1126",0.05,12,"bayesian-n",100
"1127",0.05,13,"bayesian-n",100
"1128",0.05,10,"bayesian-n",100
"1129",0.05,12,"bayesian-n",100
"1130",0.05,10,"bayesian-n",100
"1131",0.05,12,"bayesian-n",100
"1132",0.05,10,"bayesian-n",100
"1133",0.05,13,"bayesian-n",100
"1134",0.05,12,"bayesian-n",100
"1135",0.05,14,"bayesian-n",100
"1136",0.05,12,"bayesian-n",100
"1137",0.05,11,"bayesian-n",100
"1138",0.05,16,"bayesian-n",100
"1139",0.05,13,"bayesian-n",100
"1140",0.05,11,"bayesian-n",100
"1141",0.05,11,"bayesian-n",100
"1142",0.05,13,"bayesian-n",100
"1143",0.05,14,"bayesian-n",100
"1144",0.05,12,"bayesian-n",100
"1145",0.05,11,"bayesian-n",100
"1146",0.05,13,"bayesian-n",100
"1147",0.05,12,"bayesian-n",100
"1148",0.05,12,"bayesian-n",100
"1149",0.05,11,"bayesian-n",100
"1150",0.05,12,"bayesian-n",100
"1151",0.05,11,"bayesian-n",100
"1152",0.05,13,"bayesian-n",100
"1153",0.05,13,"bayesian-n",100
"1154",0.05,13,"bayesian-n",100
"1155",0.05,11,"bayesian-n",100
"1156",0.05,11,"bayesian-n",100
"1157",0.05,11,"bayesian-n",100
"1158",0.05,12,"bayesian-n",100
"1159",0.05,13,"bayesian-n",100
"1160",0.05,13,"bayesian-n",100
"1161",0.05,11,"bayesian-n",100
"1162",0.05,14,"bayesian-n",100
"1163",0.05,12,"bayesian-n",100
"1164",0.05,10,"bayesian-n",100
"1165",0.05,13,"bayesian-n",100
"1166",0.05,11,"bayesian-n",100
"1167",0.05,13,"bayesian-n",100
"1168",0.05,12,"bayesian-n",100
"1169",0.05,12,"bayesian-n",100
"1170",0.05,14,"bayesian-n",100
"1171",0.05,12,"bayesian-n",100
"1172",0.05,13,"bayesian-n",100
"1173",0.05,13,"bayesian-n",100
"1174",0.05,9,"bayesian-n",100
"1175",0.05,11,"bayesian-n",100
"1176",0.05,11,"bayesian-n",100
"1177",0.05,12,"bayesian-n",100
"1178",0.05,12,"bayesian-n",100
"1179",0.05,10,"bayesian-n",100
"1180",0.05,11,"bayesian-n",100
"1181",0.05,12,"bayesian-n",100
"1182",0.05,11,"bayesian-n",100
"1183",0.05,11,"bayesian-n",100
"1184",0.05,9,"bayesian-n",100
"1185",0.05,12,"bayesian-n",100
"1186",0.05,13,"bayesian-n",100
"1187",0.05,10,"bayesian-n",100
"1188",0.05,10,"bayesian-n",100
"1189",0.05,12,"bayesian-n",100
"1190",0.05,13,"bayesian-n",100
"1191",0.05,12,"bayesian-n",100
"1192",0.05,15,"bayesian-n",100
"1193",0.05,11,"bayesian-n",100
"1194",0.05,8,"bayesian-n",100
"1195",0.05,12,"bayesian-n",100
"1196",0.05,12,"bayesian-n",100
"1197",0.05,10,"bayesian-n",100
"1198",0.05,12,"bayesian-n",100
"1199",0.05,10,"bayesian-n",100
"1200",0.05,11,"bayesian-n",100
"1201",0.05,10,"bayesian-n",100
"1202",0.1,14,"fiducial-n",10
"1203",0.1,12,"fiducial-n",10
"1204",0.1,9,"fiducial-n",10
"1205",0.1,14,"fiducial-n",10
"1206",0.1,8,"fiducial-n",10
"1207",0.1,21,"fiducial-n",10
"1208",0.1,9,"fiducial-n",10
"1209",0.1,14,"fiducial-n",10
"1210",0.1,9,"fiducial-n",10
"1211",0.1,5,"fiducial-n",10
"1212",0.1,13,"fiducial-n",10
"1213",0.1,14,"fiducial-n",10
"1214",0.1,12,"fiducial-n",10
"1215",0.1,17,"fiducial-n",10
"1216",0.1,10,"fiducial-n",10
"1217",0.1,10,"fiducial-n",10
"1218",0.1,7,"fiducial-n",10
"1219",0.1,10,"fiducial-n",10
"1220",0.1,9,"fiducial-n",10
"1221",0.1,9,"fiducial-n",10
"1222",0.1,12,"fiducial-n",10
"1223",0.1,8,"fiducial-n",10
"1224",0.1,10,"fiducial-n",10
"1225",0.1,9,"fiducial-n",10
"1226",0.1,9,"fiducial-n",10
"1227",0.1,5,"fiducial-n",10
"1228",0.1,14,"fiducial-n",10
"1229",0.1,7,"fiducial-n",10
"1230",0.1,9,"fiducial-n",10
"1231",0.1,10,"fiducial-n",10
"1232",0.1,12,"fiducial-n",10
"1233",0.1,9,"fiducial-n",10
"1234",0.1,6,"fiducial-n",10
"1235",0.1,14,"fiducial-n",10
"1236",0.1,6,"fiducial-n",10
"1237",0.1,12,"fiducial-n",10
"1238",0.1,8,"fiducial-n",10
"1239",0.1,8,"fiducial-n",10
"1240",0.1,7,"fiducial-n",10
"1241",0.1,16,"fiducial-n",10
"1242",0.1,9,"fiducial-n",10
"1243",0.1,8,"fiducial-n",10
"1244",0.1,10,"fiducial-n",10
"1245",0.1,14,"fiducial-n",10
"1246",0.1,14,"fiducial-n",10
"1247",0.1,19,"fiducial-n",10
"1248",0.1,10,"fiducial-n",10
"1249",0.1,11,"fiducial-n",10
"1250",0.1,14,"fiducial-n",10
"1251",0.1,14,"fiducial-n",10
"1252",0.1,15,"fiducial-n",10
"1253",0.1,8,"fiducial-n",10
"1254",0.1,15,"fiducial-n",10
"1255",0.1,10,"fiducial-n",10
"1256",0.1,12,"fiducial-n",10
"1257",0.1,12,"fiducial-n",10
"1258",0.1,6,"fiducial-n",10
"1259",0.1,10,"fiducial-n",10
"1260",0.1,6,"fiducial-n",10
"1261",0.1,12,"fiducial-n",10
"1262",0.1,10,"fiducial-n",10
"1263",0.1,9,"fiducial-n",10
"1264",0.1,18,"fiducial-n",10
"1265",0.1,11,"fiducial-n",10
"1266",0.1,7,"fiducial-n",10
"1267",0.1,10,"fiducial-n",10
"1268",0.1,10,"fiducial-n",10
"1269",0.1,14,"fiducial-n",10
"1270",0.1,16,"fiducial-n",10
"1271",0.1,6,"fiducial-n",10
"1272",0.1,11,"fiducial-n",10
"1273",0.1,10,"fiducial-n",10
"1274",0.1,11,"fiducial-n",10
"1275",0.1,9,"fiducial-n",10
"1276",0.1,11,"fiducial-n",10
"1277",0.1,9,"fiducial-n",10
"1278",0.1,10,"fiducial-n",10
"1279",0.1,9,"fiducial-n",10
"1280",0.1,13,"fiducial-n",10
"1281",0.1,10,"fiducial-n",10
"1282",0.1,11,"fiducial-n",10
"1283",0.1,13,"fiducial-n",10
"1284",0.1,10,"fiducial-n",10
"1285",0.1,11,"fiducial-n",10
"1286",0.1,10,"fiducial-n",10
"1287",0.1,9,"fiducial-n",10
"1288",0.1,11,"fiducial-n",10
"1289",0.1,12,"fiducial-n",10
"1290",0.1,5,"fiducial-n",10
"1291",0.1,12,"fiducial-n",10
"1292",0.1,10,"fiducial-n",10
"1293",0.1,11,"fiducial-n",10
"1294",0.1,5,"fiducial-n",10
"1295",0.1,15,"fiducial-n",10
"1296",0.1,12,"fiducial-n",10
"1297",0.1,18,"fiducial-n",10
"1298",0.1,11,"fiducial-n",10
"1299",0.1,7,"fiducial-n",10
"1300",0.1,9,"fiducial-n",10
"1301",0.1,11,"fiducial-n",10
"1302",0.1,11,"bayesian-n",10
"1303",0.1,9,"bayesian-n",10
"1304",0.1,11,"bayesian-n",10
"1305",0.1,11,"bayesian-n",10
"1306",0.1,8,"bayesian-n",10
"1307",0.1,9,"bayesian-n",10
"1308",0.1,11,"bayesian-n",10
"1309",0.1,10,"bayesian-n",10
"1310",0.1,10,"bayesian-n",10
"1311",0.1,9,"bayesian-n",10
"1312",0.1,14,"bayesian-n",10
"1313",0.1,16,"bayesian-n",10
"1314",0.1,6,"bayesian-n",10
"1315",0.1,8,"bayesian-n",10
"1316",0.1,11,"bayesian-n",10
"1317",0.1,9,"bayesian-n",10
"1318",0.1,7,"bayesian-n",10
"1319",0.1,14,"bayesian-n",10
"1320",0.1,6,"bayesian-n",10
"1321",0.1,8,"bayesian-n",10
"1322",0.1,9,"bayesian-n",10
"1323",0.1,12,"bayesian-n",10
"1324",0.1,9,"bayesian-n",10
"1325",0.1,15,"bayesian-n",10
"1326",0.1,13,"bayesian-n",10
"1327",0.1,15,"bayesian-n",10
"1328",0.1,8,"bayesian-n",10
"1329",0.1,7,"bayesian-n",10
"1330",0.1,16,"bayesian-n",10
"1331",0.1,12,"bayesian-n",10
"1332",0.1,15,"bayesian-n",10
"1333",0.1,13,"bayesian-n",10
"1334",0.1,10,"bayesian-n",10
"1335",0.1,7,"bayesian-n",10
"1336",0.1,12,"bayesian-n",10
"1337",0.1,10,"bayesian-n",10
"1338",0.1,7,"bayesian-n",10
"1339",0.1,12,"bayesian-n",10
"1340",0.1,8,"bayesian-n",10
"1341",0.1,9,"bayesian-n",10
"1342",0.1,15,"bayesian-n",10
"1343",0.1,16,"bayesian-n",10
"1344",0.1,8,"bayesian-n",10
"1345",0.1,20,"bayesian-n",10
"1346",0.1,12,"bayesian-n",10
"1347",0.1,10,"bayesian-n",10
"1348",0.1,16,"bayesian-n",10
"1349",0.1,12,"bayesian-n",10
"1350",0.1,16,"bayesian-n",10
"1351",0.1,19,"bayesian-n",10
"1352",0.1,19,"bayesian-n",10
"1353",0.1,11,"bayesian-n",10
"1354",0.1,16,"bayesian-n",10
"1355",0.1,8,"bayesian-n",10
"1356",0.1,14,"bayesian-n",10
"1357",0.1,11,"bayesian-n",10
"1358",0.1,11,"bayesian-n",10
"1359",0.1,9,"bayesian-n",10
"1360",0.1,9,"bayesian-n",10
"1361",0.1,11,"bayesian-n",10
"1362",0.1,14,"bayesian-n",10
"1363",0.1,12,"bayesian-n",10
"1364",0.1,9,"bayesian-n",10
"1365",0.1,8,"bayesian-n",10
"1366",0.1,12,"bayesian-n",10
"1367",0.1,11,"bayesian-n",10
"1368",0.1,10,"bayesian-n",10
"1369",0.1,8,"bayesian-n",10
"1370",0.1,8,"bayesian-n",10
"1371",0.1,10,"bayesian-n",10
"1372",0.1,11,"bayesian-n",10
"1373",0.1,12,"bayesian-n",10
"1374",0.1,13,"bayesian-n",10
"1375",0.1,11,"bayesian-n",10
"1376",0.1,9,"bayesian-n",10
"1377",0.1,19,"bayesian-n",10
"1378",0.1,8,"bayesian-n",10
"1379",0.1,12,"bayesian-n",10
"1380",0.1,10,"bayesian-n",10
"1381",0.1,14,"bayesian-n",10
"1382",0.1,13,"bayesian-n",10
"1383",0.1,7,"bayesian-n",10
"1384",0.1,11,"bayesian-n",10
"1385",0.1,7,"bayesian-n",10
"1386",0.1,12,"bayesian-n",10
"1387",0.1,13,"bayesian-n",10
"1388",0.1,12,"bayesian-n",10
"1389",0.1,10,"bayesian-n",10
"1390",0.1,9,"bayesian-n",10
"1391",0.1,9,"bayesian-n",10
"1392",0.1,7,"bayesian-n",10
"1393",0.1,15,"bayesian-n",10
"1394",0.1,11,"bayesian-n",10
"1395",0.1,10,"bayesian-n",10
"1396",0.1,6,"bayesian-n",10
"1397",0.1,12,"bayesian-n",10
"1398",0.1,8,"bayesian-n",10
"1399",0.1,11,"bayesian-n",10
"1400",0.1,9,"bayesian-n",10
"1401",0.1,11,"bayesian-n",10
"1402",0.1,9,"fiducial-n",50
"1403",0.1,8,"fiducial-n",50
"1404",0.1,9,"fiducial-n",50
"1405",0.1,8,"fiducial-n",50
"1406",0.1,10,"fiducial-n",50
"1407",0.1,8,"fiducial-n",50
"1408",0.1,9,"fiducial-n",50
"1409",0.1,9,"fiducial-n",50
"1410",0.1,11,"fiducial-n",50
"1411",0.1,9,"fiducial-n",50
"1412",0.1,11,"fiducial-n",50
"1413",0.1,12,"fiducial-n",50
"1414",0.1,10,"fiducial-n",50
"1415",0.1,10,"fiducial-n",50
"1416",0.1,8,"fiducial-n",50
"1417",0.1,10,"fiducial-n",50
"1418",0.1,10,"fiducial-n",50
"1419",0.1,10,"fiducial-n",50
"1420",0.1,9,"fiducial-n",50
"1421",0.1,8,"fiducial-n",50
"1422",0.1,10,"fiducial-n",50
"1423",0.1,11,"fiducial-n",50
"1424",0.1,12,"fiducial-n",50
"1425",0.1,9,"fiducial-n",50
"1426",0.1,10,"fiducial-n",50
"1427",0.1,8,"fiducial-n",50
"1428",0.1,11,"fiducial-n",50
"1429",0.1,9,"fiducial-n",50
"1430",0.1,9,"fiducial-n",50
"1431",0.1,9,"fiducial-n",50
"1432",0.1,10,"fiducial-n",50
"1433",0.1,13,"fiducial-n",50
"1434",0.1,10,"fiducial-n",50
"1435",0.1,8,"fiducial-n",50
"1436",0.1,10,"fiducial-n",50
"1437",0.1,8,"fiducial-n",50
"1438",0.1,12,"fiducial-n",50
"1439",0.1,11,"fiducial-n",50
"1440",0.1,11,"fiducial-n",50
"1441",0.1,10,"fiducial-n",50
"1442",0.1,12,"fiducial-n",50
"1443",0.1,12,"fiducial-n",50
"1444",0.1,12,"fiducial-n",50
"1445",0.1,8,"fiducial-n",50
"1446",0.1,9,"fiducial-n",50
"1447",0.1,11,"fiducial-n",50
"1448",0.1,11,"fiducial-n",50
